      18  36 -54   36  0.424150
      18  36 -48   36  0.379920
      18  36 -42   36  0.336400
      18  36 -36   36  0.295040
      18  36 -30   36  0.256300
      18  36 -24   36  0.220700
      18  36 -18   36  0.189530
      18  36 -12   36  0.165870
      18  36  -6   36  0.154030
      18  36   0   36  0.150890
      18  36   6   36  0.154030
      18  36  12   36  0.165870
      18  36  18   36  0.189530
      18  36  24   36  0.220700
      18  36  30   36  0.256300
      18  36  36   36  0.295040
      18  36  42   36  0.336400
      18  36  48   36  0.379920
      18  36  54   36  0.424150
      18  54 -54   36  0.189530
      18  54 -48   36  0.165870
      18  54 -42   36  0.154030
      18  54 -36   36  0.150890
      18  54 -30   36  0.154030
      18  54 -24   36  0.165870
      18  54 -18   36  0.189530
      18  54 -12   36  0.220700
      18  54  -6   36  0.256300
      18  54   0   36  0.295040
      18  54   6   36  0.336400
      18  54  12   36  0.379920
      18  54  18   36  0.424150
      18  54  24   36  0.379920
      18  54  30   36  0.336400
      18  54  36   36  0.295040
      18  54  42   36  0.256300
      18  54  48   36  0.220700
      18  54  54   36  0.189530
      30 -54 -54   36  0.326140
      30 -54 -48   36  0.355320
      30 -54 -42   36  0.366000
      30 -54 -36   36  0.351610
      30 -54 -30   36  0.325360
      30 -54 -24   36  0.302600
      30 -54 -18   36  0.294090
      30 -54 -12   36  0.303660
      30 -54  -6   36  0.322370
      30 -54   0   36  0.332990
      30 -54   6   36  0.317930
      30 -54  12   36  0.281910
      30 -54  18   36  0.238190
      30 -54  24   36  0.194760
      30 -54  30   36  0.188900
      30 -54  36   36  0.217830
      30 -54  42   36  0.252560
      30 -54  48   36  0.289860
      30 -54  54   36  0.326140
      30 -36 -54   36  0.370140
      30 -36 -48   36  0.387780
      30 -36 -42   36  0.409790
      30 -36 -36   36  0.435360
      30 -36 -30   36  0.462150
      30 -36 -24   36  0.450230
      30 -36 -18   36  0.407810
      30 -36 -12   36  0.361810
      30 -36  -6   36  0.316890
      30 -36   0   36  0.311500
      30 -36   6   36  0.351490
      30 -36  12   36  0.378960
      30 -36  18   36  0.382620
      30 -36  24   36  0.371320
      30 -36  30   36  0.358770
      30 -36  36   36  0.351420
      30 -36  42   36  0.351100
      30 -36  48   36  0.357620
      30 -36  54   36  0.370140
      30 -18 -54   36  0.238190
      30 -18 -48   36  0.194760
      30 -18 -42   36  0.188900
      30 -18 -36   36  0.217830
      30 -18 -30   36  0.252560
      30 -18 -24   36  0.289860
      30 -18 -18   36  0.326140
      30 -18 -12   36  0.355320
      30 -18  -6   36  0.366000
      30 -18   0   36  0.351610
      30 -18   6   36  0.325360
      30 -18  12   36  0.302600
      30 -18  18   36  0.294090
      30 -18  24   36  0.303660
      30 -18  30   36  0.322370
      30 -18  36   36  0.332990
      30 -18  42   36  0.317930
      30 -18  48   36  0.281910
      30 -18  54   36  0.238190
      30   0 -54   36  0.382620
      30   0 -48   36  0.371320
      30   0 -42   36  0.358770
      30   0 -36   36  0.351420
      30   0 -30   36  0.351100
      30   0 -24   36  0.357620
      30   0 -18   36  0.370140
      30   0 -12   36  0.387780
      30   0  -6   36  0.409790
      30   0   0   36  0.435360
      30   0   6   36  0.462150
      30   0  12   36  0.450230
      30   0  18   36  0.407810
      30   0  24   36  0.361810
      30   0  30   36  0.316890
      30   0  36   36  0.311500
      30   0  42   36  0.351490
      30   0  48   36  0.378960
      30   0  54   36  0.382620
      30  18 -54   36  0.294090
      30  18 -48   36  0.303660
      30  18 -42   36  0.322370
      30  18 -36   36  0.332990
      30  18 -30   36  0.317930
      30  18 -24   36  0.281910
      30  18 -18   36  0.238190
      30  18 -12   36  0.194760
      30  18  -6   36  0.188900
      30  18   0   36  0.217830
      30  18   6   36  0.252560
      30  18  12   36  0.289860
      30  18  18   36  0.326140
      30  18  24   36  0.355320
      30  18  30   36  0.366000
      30  18  36   36  0.351610
      30  18  42   36  0.325360
      30  18  48   36  0.302600
      30  18  54   36  0.294090
      30  36 -54   36  0.407810
      30  36 -48   36  0.361810
      30  36 -42   36  0.316890
      30  36 -36   36  0.311500
      30  36 -30   36  0.351490
      30  36 -24   36  0.378960
      30  36 -18   36  0.382620
      30  36 -12   36  0.371320
      30  36  -6   36  0.358770
      30  36   0   36  0.351420
      30  36   6   36  0.351100
      30  36  12   36  0.357620
      30  36  18   36  0.370140
      30  36  24   36  0.387780
      30  36  30   36  0.409790
      30  36  36   36  0.435360
      30  36  42   36  0.462150
      30  36  48   36  0.450230
      30  36  54   36  0.407810
      30  54 -54   36  0.326140
      30  54 -48   36  0.355320
      30  54 -42   36  0.366000
      30  54 -36   36  0.351610
      30  54 -30   36  0.325360
      30  54 -24   36  0.302600
      30  54 -18   36  0.294090
      30  54 -12   36  0.303660
      30  54  -6   36  0.322370
      30  54   0   36  0.332990
      30  54   6   36  0.317930
      30  54  12   36  0.281910
      30  54  18   36  0.238190
      30  54  24   36  0.194760
      30  54  30   36  0.188900
      30  54  36   36  0.217830
      30  54  42   36  0.252560
      30  54  48   36  0.289860
      30  54  54   36  0.326140
      42 -54 -54   36  0.238190
      42 -54 -48   36  0.281910
      42 -54 -42   36  0.317930
      42 -54 -36   36  0.332990
      42 -54 -30   36  0.322370
      42 -54 -24   36  0.303660
      42 -54 -18   36  0.294090
      42 -54 -12   36  0.302600
      42 -54  -6   36  0.325360
      42 -54   0   36  0.351610
      42 -54   6   36  0.366000
      42 -54  12   36  0.355320
      42 -54  18   36  0.326140
      42 -54  24   36  0.289860
      42 -54  30   36  0.252560
      42 -54  36   36  0.217830
      42 -54  42   36  0.188900
      42 -54  48   36  0.194760
      42 -54  54   36  0.238190
      42 -36 -54   36  0.370140
      42 -36 -48   36  0.357620
      42 -36 -42   36  0.351100
      42 -36 -36   36  0.351420
      42 -36 -30   36  0.358770
      42 -36 -24   36  0.371320
      42 -36 -18   36  0.382620
      42 -36 -12   36  0.378960
      42 -36  -6   36  0.351490
      42 -36   0   36  0.311500
      42 -36   6   36  0.316890
      42 -36  12   36  0.361810
      42 -36  18   36  0.407810
      42 -36  24   36  0.450230
      42 -36  30   36  0.462150
      42 -36  36   36  0.435360
      42 -36  42   36  0.409790
      42 -36  48   36  0.387780
      42 -36  54   36  0.370140
      42 -18 -54   36  0.326140
      42 -18 -48   36  0.289860
      42 -18 -42   36  0.252560
      42 -18 -36   36  0.217830
      42 -18 -30   36  0.188900
      42 -18 -24   36  0.194760
      42 -18 -18   36  0.238190
      42 -18 -12   36  0.281910
      42 -18  -6   36  0.317930
      42 -18   0   36  0.332990
      42 -18   6   36  0.322370
      42 -18  12   36  0.303660
      42 -18  18   36  0.294090
      42 -18  24   36  0.302600
      42 -18  30   36  0.325360
      42 -18  36   36  0.351610
      42 -18  42   36  0.366000
      42 -18  48   36  0.355320
      42 -18  54   36  0.326140
      42   0 -54   36  0.407810
      42   0 -48   36  0.450230
      42   0 -42   36  0.462150
      42   0 -36   36  0.435360
      42   0 -30   36  0.409790
      42   0 -24   36  0.387780
      42   0 -18   36  0.370140
      42   0 -12   36  0.357620
      42   0  -6   36  0.351100
      42   0   0   36  0.351420
      42   0   6   36  0.358770
      42   0  12   36  0.371320
      42   0  18   36  0.382620
      42   0  24   36  0.378960
      42   0  30   36  0.351490
      42   0  36   36  0.311500
      42   0  42   36  0.316890
      42   0  48   36  0.361810
      42   0  54   36  0.407810
      42  18 -54   36  0.294090
      42  18 -48   36  0.302600
      42  18 -42   36  0.325360
      42  18 -36   36  0.351610
      42  18 -30   36  0.366000
      42  18 -24   36  0.355320
      42  18 -18   36  0.326140
      42  18 -12   36  0.289860
      42  18  -6   36  0.252560
      42  18   0   36  0.217830
      42  18   6   36  0.188900
      42  18  12   36  0.194760
      42  18  18   36  0.238190
      42  18  24   36  0.281910
      42  18  30   36  0.317930
      42  18  36   36  0.332990
      42  18  42   36  0.322370
      42  18  48   36  0.303660
      42  18  54   36  0.294090
      42  36 -54   36  0.382620
      42  36 -48   36  0.378960
      42  36 -42   36  0.351490
      42  36 -36   36  0.311500
      42  36 -30   36  0.316890
      42  36 -24   36  0.361810
      42  36 -18   36  0.407810
      42  36 -12   36  0.450230
      42  36  -6   36  0.462150
      42  36   0   36  0.435360
      42  36   6   36  0.409790
      42  36  12   36  0.387780
      42  36  18   36  0.370140
      42  36  24   36  0.357620
      42  36  30   36  0.351100
      42  36  36   36  0.351420
      42  36  42   36  0.358770
      42  36  48   36  0.371320
      42  36  54   36  0.382620
      42  54 -54   36  0.238190
      42  54 -48   36  0.281910
      42  54 -42   36  0.317930
      42  54 -36   36  0.332990
      42  54 -30   36  0.322370
      42  54 -24   36  0.303660
      42  54 -18   36  0.294090
      42  54 -12   36  0.302600
      42  54  -6   36  0.325360
      42  54   0   36  0.351610
      42  54   6   36  0.366000
      42  54  12   36  0.355320
      42  54  18   36  0.326140
      42  54  24   36  0.289860
      42  54  30   36  0.252560
      42  54  36   36  0.217830
      42  54  42   36  0.188900
      42  54  48   36  0.194760
      42  54  54   36  0.238190
      54 -54 -54   36  0.424150
      54 -54 -48   36  0.379920
      54 -54 -42   36  0.336400
      54 -54 -36   36  0.295040
      54 -54 -30   36  0.256300
      54 -54 -24   36  0.220700
      54 -54 -18   36  0.189530
      54 -54 -12   36  0.165870
      54 -54  -6   36  0.154030
      54 -54   0   36  0.150890
      54 -54   6   36  0.154030
      54 -54  12   36  0.165870
      54 -54  18   36  0.189530
      54 -54  24   36  0.220700
      54 -54  30   36  0.256300
      54 -54  36   36  0.295040
      54 -54  42   36  0.336400
      54 -54  48   36  0.379920
      54 -54  54   36  0.424150
      54 -36 -54   36  0.189530
      54 -36 -48   36  0.165870
      54 -36 -42   36  0.154030
      54 -36 -36   36  0.150890
      54 -36 -30   36  0.154030
      54 -36 -24   36  0.165870
      54 -36 -18   36  0.189530
      54 -36 -12   36  0.220700
      54 -36  -6   36  0.256300
      54 -36   0   36  0.295040
      54 -36   6   36  0.336400
      54 -36  12   36  0.379920
      54 -36  18   36  0.424150
      54 -36  24   36  0.379920
      54 -36  30   36  0.336400
      54 -36  36   36  0.295040
      54 -36  42   36  0.256300
      54 -36  48   36  0.220700
      54 -36  54   36  0.189530
      54 -18 -54   36  0.189530
      54 -18 -48   36  0.220700
      54 -18 -42   36  0.256300
      54 -18 -36   36  0.295040
      54 -18 -30   36  0.336400
      54 -18 -24   36  0.379920
      54 -18 -18   36  0.424150
      54 -18 -12   36  0.379920
      54 -18  -6   36  0.336400
      54 -18   0   36  0.295040
      54 -18   6   36  0.256300
      54 -18  12   36  0.220700
      54 -18  18   36  0.189530
      54 -18  24   36  0.165870
      54 -18  30   36  0.154030
      54 -18  36   36  0.150890
      54 -18  42   36  0.154030
      54 -18  48   36  0.165870
      54 -18  54   36  0.189530
      54   0 -54   36  0.424150
      54   0 -48   36  0.379920
      54   0 -42   36  0.336400
      54   0 -36   36  0.295040
      54   0 -30   36  0.256300
      54   0 -24   36  0.220700
      54   0 -18   36  0.189530
      54   0 -12   36  0.165870
      54   0  -6   36  0.154030
      54   0   0   36  0.150890
      54   0   6   36  0.154030
      54   0  12   36  0.165870
      54   0  18   36  0.189530
      54   0  24   36  0.220700
      54   0  30   36  0.256300
      54   0  36   36  0.295040
      54   0  42   36  0.336400
      54   0  48   36  0.379920
      54   0  54   36  0.424150
      54  18 -54   36  0.189530
      54  18 -48   36  0.165870
      54  18 -42   36  0.154030
      54  18 -36   36  0.150890
      54  18 -30   36  0.154030
      54  18 -24   36  0.165870
      54  18 -18   36  0.189530
      54  18 -12   36  0.220700
      54  18  -6   36  0.256300
      54  18   0   36  0.295040
      54  18   6   36  0.336400
      54  18  12   36  0.379920
      54  18  18   36  0.424150
      54  18  24   36  0.379920
      54  18  30   36  0.336400
      54  18  36   36  0.295040
      54  18  42   36  0.256300
      54  18  48   36  0.220700
      54  18  54   36  0.189530
      54  36 -54   36  0.189530
      54  36 -48   36  0.220700
      54  36 -42   36  0.256300
      54  36 -36   36  0.295040
      54  36 -30   36  0.336400
      54  36 -24   36  0.379920
      54  36 -18   36  0.424150
      54  36 -12   36  0.379920
      54  36  -6   36  0.336400
      54  36   0   36  0.295040
      54  36   6   36  0.256300
      54  36  12   36  0.220700
      54  36  18   36  0.189530
      54  36  24   36  0.165870
      54  36  30   36  0.154030
      54  36  36   36  0.150890
      54  36  42   36  0.154030
      54  36  48   36  0.165870
      54  36  54   36  0.189530
      54  54 -54   36  0.424150
      54  54 -48   36  0.379920
      54  54 -42   36  0.336400
      54  54 -36   36  0.295040
      54  54 -30   36  0.256300
      54  54 -24   36  0.220700
      54  54 -18   36  0.189530
      54  54 -12   36  0.165870
      54  54  -6   36  0.154030
      54  54   0   36  0.150890
      54  54   6   36  0.154030
      54  54  12   36  0.165870
      54  54  18   36  0.189530
      54  54  24   36  0.220700
      54  54  30   36  0.256300
      54  54  36   36  0.295040
      54  54  42   36  0.336400
      54  54  48   36  0.379920
      54  54  54   36  0.424150
